



   t (Gyr) = 0.001
age  ageGyr  M  M/Ms  S0  atm  J  H  K  L'  Mp  N  F140M  F162M  F182M  F210M  F250M  F300M  F335M  F360M  F410M  F430M  F460M  F480M  F070W  F090W  F115W  F150W  F200W  F277W  F356W  F444W  F322W2
1.000000 0.001000 4.000000 0.003818 13.000000 4.000000 10.936000 10.544000 10.121000 9.361000 10.394000 8.913000 12.534000 10.323000 11.490000 10.347000 11.508000 11.141000 10.444000 9.641000 9.138000 9.712000 10.448000 10.296000 21.709000 13.667000 11.567000 11.369000 10.899000 11.468000 9.790000 9.562000 10.467000
1.000000 0.001000 5.000000 0.004773 13.000000 4.000000 10.469000 10.018000 9.619000 8.927000 10.076000 8.689000 11.862000 9.807000 10.919000 9.946000 10.936000 10.672000 9.850000 9.150000 8.787000 9.382000 10.131000 9.981000 21.115000 13.135000 11.078000 10.836000 10.430000 10.934000 9.306000 9.223000 9.977000
1.000000 0.001000 6.000000 0.005727 13.000000 4.000000 10.059000 9.571000 9.181000 8.553000 9.786000 8.481000 11.278000 9.369000 10.431000 9.591000 10.447000 10.261000 9.347000 8.732000 8.482000 9.087000 9.842000 9.693000 20.594000 12.671000 10.644000 10.372000 10.017000 10.470000 8.890000 8.925000 9.552000
1.000000 0.001000 7.000000 0.006682 13.000000 4.000000 9.707000 9.198000 8.811000 8.236000 9.528000 8.292000 10.785000 9.005000 10.021000 9.285000 10.037000 9.910000 8.928000 8.381000 8.220000 8.829000 9.585000 9.438000 20.147000 12.275000 10.271000 9.978000 9.663000 10.077000 8.537000 8.666000 9.191000
1.000000 0.001000 8.000000 0.007637 13.000000 4.000000 9.440000 8.922000 8.535000 7.994000 9.320000 8.136000 10.421000 8.734000 9.718000 9.051000 9.733000 9.644000 8.619000 8.118000 8.016000 8.624000 9.378000 9.233000 19.810000 11.976000 9.989000 9.683000 9.395000 9.782000 8.272000 8.463000 8.918000
1.000000 0.001000 9.000000 0.008591 13.000000 4.000000 9.232000 8.711000 8.324000 7.806000 9.152000 8.006000 10.144000 8.527000 9.486000 8.868000 9.501000 9.436000 8.384000 7.916000 7.854000 8.460000 9.211000 9.067000 19.549000 11.745000 9.770000 9.455000 9.188000 9.554000 8.067000 8.300000 8.708000
1.000000 0.001000 10.000000 0.009546 13.000000 4.000000 9.067000 8.546000 8.160000 7.657000 9.013000 7.898000 9.928000 8.366000 9.304000 8.722000 9.318000 9.271000 8.201000 7.757000 7.723000 8.325000 9.072000 8.930000 19.342000 11.561000 9.597000 9.276000 9.024000 9.374000 7.905000 8.168000 8.542000
1.000000 0.001000 11.000000 0.010500 13.000000 4.000000 8.933000 8.415000 8.029000 7.537000 8.896000 7.807000 9.753000 8.237000 9.158000 8.603000 9.171000 9.136000 8.054000 7.629000 7.616000 8.212000 8.956000 8.815000 19.173000 11.411000 9.456000 9.131000 8.891000 9.228000 7.775000 8.059000 8.407000
1.000000 0.001000 12.000000 0.011455 13.000000 4.000000 8.817000 8.303000 7.917000 7.433000 8.794000 7.726000 9.605000 8.127000 9.033000 8.500000 9.046000 9.020000 7.928000 7.519000 7.523000 8.114000 8.853000 8.714000 19.027000 11.282000 9.335000 9.006000 8.777000 9.103000 7.663000 7.964000 8.291000
1.000000 0.001000 13.000000 0.012410 13.000000 4.000000 8.721000 8.212000 7.827000 7.348000 8.706000 7.658000 9.482000 8.038000 8.931000 8.415000 8.943000 8.923000 7.826000 7.429000 7.446000 8.031000 8.766000 8.628000 18.905000 11.174000 9.234000 8.904000 8.683000 8.999000 7.571000 7.885000 8.196000
1.000000 0.001000 14.000000 0.013364 13.000000 4.000000 8.635000 8.132000 7.748000 7.273000 8.627000 7.597000 9.373000 7.959000 8.840000 8.339000 8.851000 8.837000 7.735000 7.350000 7.377000 7.957000 8.687000 8.550000 18.796000 11.078000 9.145000 8.813000 8.599000 8.907000 7.490000 7.814000 8.111000
1.000000 0.001000 15.000000 0.014319 13.000000 4.000000 8.561000 8.063000 7.680000 7.208000 8.557000 7.544000 9.278000 7.892000 8.761000 8.274000 8.771000 8.761000 7.656000 7.282000 7.317000 7.892000 8.617000 8.481000 18.699000 10.993000 9.067000 8.734000 8.526000 8.827000 7.420000 7.752000 8.038000




   t (Gyr) = 0.002
age  ageGyr  M  M/Ms  S0  atm  J  H  K  L'  Mp  N  F140M  F162M  F182M  F210M  F250M  F300M  F335M  F360M  F410M  F430M  F460M  F480M  F070W  F090W  F115W  F150W  F200W  F277W  F356W  F444W  F322W2
2.000000 0.002000 4.000000 0.003818 13.000000 4.000000 11.862000 11.661000 11.243000 10.266000 10.927000 9.426000 13.784000 11.419000 12.650000 11.279000 12.639000 12.086000 11.654000 10.665000 9.874000 10.329000 10.979000 10.845000 22.823000 14.701000 12.521000 12.447000 11.923000 12.503000 10.786000 10.239000 11.457000
2.000000 0.002000 5.000000 0.004773 13.000000 4.000000 11.290000 10.972000 10.596000 9.722000 10.591000 9.179000 12.945000 10.744000 11.910000 10.762000 11.901000 11.498000 10.875000 10.032000 9.445000 9.956000 10.644000 10.505000 22.070000 14.028000 11.931000 11.769000 11.324000 11.833000 10.173000 9.840000 10.840000
2.000000 0.002000 6.000000 0.005727 13.000000 4.000000 10.831000 10.453000 10.091000 9.303000 10.296000 8.967000 12.278000 10.236000 11.343000 10.352000 11.336000 11.032000 10.283000 9.553000 9.110000 9.646000 10.351000 10.211000 21.476000 13.498000 11.450000 11.240000 10.850000 11.306000 9.701000 9.519000 10.360000
2.000000 0.002000 7.000000 0.006682 13.000000 4.000000 10.479000 10.073000 9.716000 8.988000 10.053000 8.793000 11.775000 9.865000 10.923000 10.041000 10.917000 10.677000 9.849000 9.199000 8.854000 9.399000 10.109000 9.969000 21.021000 13.095000 11.079000 10.843000 10.491000 10.909000 9.348000 9.269000 9.999000
2.000000 0.002000 8.000000 0.007637 13.000000 4.000000 10.197000 9.777000 9.421000 8.738000 9.847000 8.643000 11.379000 9.576000 10.594000 9.791000 10.588000 10.393000 9.512000 8.921000 8.647000 9.194000 9.904000 9.765000 20.656000 12.774000 10.781000 10.528000 10.204000 10.593000 9.069000 9.064000 9.712000
