



   t (Gyr) = 0.001
age  ageGyr  M  M/Ms  S0  atm  J  H  K  L'  Mp  N  F140M  F162M  F182M  F210M  F250M  F300M  F335M  F360M  F410M  F430M  F460M  F480M  F070W  F090W  F115W  F150W  F200W  F277W  F356W  F444W  F322W2
1.000000 0.001000 1.000000 0.000955 8.500000 4.000000 17.795000 20.245000 18.453000 16.382000 13.695000 12.293000 22.207000 19.792000 21.700000 18.076000 21.206000 19.078000 20.328000 18.018000 14.781000 14.123000 13.773000 13.695000 30.419000 22.230000 18.251000 20.687000 19.089000 19.948000 17.618000 14.163000 18.233000
1.000000 0.001000 2.000000 0.001909 8.500000 4.000000 16.497000 17.998000 16.933000 14.961000 13.069000 11.759000 20.241000 17.586000 19.448000 16.557000 19.094000 17.399000 18.342000 16.251000 13.636000 13.217000 13.127000 13.093000 28.718000 20.427000 17.040000 18.500000 17.512000 18.181000 16.026000 13.327000 16.662000
1.000000 0.001000 3.000000 0.002864 8.500000 4.000000 15.941000 17.070000 16.300000 14.367000 12.783000 11.533000 19.397000 16.683000 18.478000 15.929000 18.204000 16.703000 17.517000 15.524000 13.153000 12.833000 12.834000 12.819000 28.068000 19.689000 16.523000 17.605000 16.848000 17.435000 15.364000 12.951000 16.005000
1.000000 0.001000 4.000000 0.003818 8.500000 4.000000 15.573000 16.480000 15.880000 13.991000 12.600000 11.388000 18.842000 16.112000 17.848000 15.516000 17.633000 16.255000 16.988000 15.067000 12.848000 12.593000 12.645000 12.642000 27.680000 19.222000 16.179000 17.038000 16.407000 16.952000 14.945000 12.709000 15.585000
1.000000 0.001000 5.000000 0.004773 8.500000 4.000000 15.291000 16.042000 15.555000 13.714000 12.466000 11.280000 18.417000 15.689000 17.374000 15.198000 17.205000 15.917000 16.595000 14.732000 12.625000 12.420000 12.509000 12.513000 27.406000 18.875000 15.916000 16.619000 16.068000 16.588000 14.637000 12.532000 15.273000
1.000000 0.001000 6.000000 0.005727 8.500000 4.000000 15.066000 15.697000 15.292000 13.501000 12.365000 11.198000 18.077000 15.358000 16.998000 14.944000 16.868000 15.651000 16.287000 14.474000 12.454000 12.289000 12.405000 12.415000 27.203000 18.603000 15.704000 16.291000 15.795000 16.300000 14.399000 12.395000 15.031000
1.000000 0.001000 7.000000 0.006682 8.500000 4.000000 14.851000 15.376000 15.036000 13.301000 12.275000 11.117000 17.754000 15.052000 16.646000 14.696000 16.551000 15.397000 15.994000 14.233000 12.296000 12.170000 12.314000 12.326000 27.010000 18.345000 15.501000 15.986000 15.530000 16.027000 14.175000 12.269000 14.802000
1.000000 0.001000 8.000000 0.007637 8.500000 4.000000 14.665000 15.102000 14.811000 13.131000 12.201000 11.049000 17.473000 14.789000 16.343000 14.481000 16.277000 15.178000 15.743000 14.028000 12.162000 12.071000 12.238000 12.253000 26.847000 18.122000 15.324000 15.726000 15.300000 15.791000 13.984000 12.163000 14.605000
1.000000 0.001000 9.000000 0.008591 8.500000 4.000000 14.499000 14.859000 14.610000 12.982000 12.138000 10.989000 17.222000 14.558000 16.075000 14.289000 16.034000 14.984000 15.522000 13.848000 12.044000 11.985000 12.174000 12.189000 26.704000 17.923000 15.166000 15.497000 15.095000 15.581000 13.817000 12.071000 14.431000
1.000000 0.001000 10.000000 0.009546 8.500000 4.000000 14.357000 14.650000 14.435000 12.854000 12.086000 10.938000 17.003000 14.359000 15.843000 14.124000 15.824000 14.817000 15.331000 13.694000 11.944000 11.913000 12.121000 12.137000 26.584000 17.751000 15.029000 15.300000 14.917000 15.399000 13.673000 11.992000 14.282000
1.000000 0.001000 11.000000 0.010500 8.500000 4.000000 14.232000 14.466000 14.280000 12.743000 12.043000 10.895000 16.811000 14.185000 15.641000 13.979000 15.639000 14.670000 15.166000 13.561000 11.858000 11.852000 12.078000 12.094000 26.482000 17.600000 14.910000 15.128000 14.761000 15.240000 13.548000 11.925000 14.151000
1.000000 0.001000 12.000000 0.011455 8.500000 4.000000 14.125000 14.307000 14.145000 12.648000 12.008000 10.858000 16.642000 14.034000 15.464000 13.854000 15.477000 14.543000 15.023000 13.447000 11.784000 11.801000 12.041000 12.058000 26.396000 17.468000 14.806000 14.979000 14.625000 15.100000 13.440000 11.867000 14.038000
1.000000 0.001000 13.000000 0.012410 8.500000 4.000000 14.027000 14.160000 14.020000 12.560000 11.978000 10.825000 16.487000 13.895000 15.303000 13.739000 15.328000 14.426000 14.893000 13.342000 11.717000 11.755000 12.010000 12.027000 26.317000 17.346000 14.711000 14.843000 14.500000 14.972000 13.341000 11.815000 13.933000
1.000000 0.001000 14.000000 0.013364 8.500000 4.000000 13.918000 14.002000 13.881000 12.459000 11.944000 10.784000 16.317000 13.744000 15.127000 13.613000 15.163000 14.296000 14.742000 13.220000 11.639000 11.702000 11.977000 11.991000 26.210000 17.207000 14.605000 14.696000 14.362000 14.829000 13.226000 11.756000 13.814000
1.000000 0.001000 15.000000 0.014319 8.500000 4.000000 13.849000 13.894000 13.790000 12.397000 11.927000 10.763000 16.202000 13.642000 15.009000 13.531000 15.054000 14.212000 14.651000 13.147000 11.593000 11.673000 11.959000 11.973000 26.162000 17.119000 14.538000 14.597000 14.273000 14.736000 13.157000 11.721000 13.739000




   t (Gyr) = 0.002
age  ageGyr  M  M/Ms  S0  atm  J  H  K  L'  Mp  N  F140M  F162M  F182M  F210M  F250M  F300M  F335M  F360M  F410M  F430M  F460M  F480M  F070W  F090W  F115W  F150W  F200W  F277W  F356W  F444W  F322W2
2.000000 0.002000 1.000000 0.000955 8.500000 4.000000 17.934000 20.429000 18.644000 16.504000 13.750000 12.370000 22.385000 19.973000 21.905000 18.268000 21.384000 19.246000 20.506000 18.164000 14.881000 14.201000 13.829000 13.753000 30.565000 22.388000 18.385000 20.869000 19.282000 20.114000 17.753000 14.235000 18.369000
2.000000 0.002000 2.000000 0.001909 8.500000 4.000000 16.624000 18.167000 17.104000 15.078000 13.119000 11.827000 20.408000 17.751000 19.639000 16.726000 19.264000 17.552000 18.513000 16.391000 13.731000 13.289000 13.178000 13.147000 28.859000 20.576000 17.162000 18.666000 17.684000 18.336000 16.156000 13.398000 16.794000
2.000000 0.002000 3.000000 0.002864 8.500000 4.000000 16.033000 17.192000 16.422000 14.453000 12.820000 11.582000 19.519000 16.801000 18.617000 16.049000 18.329000 16.814000 17.643000 15.627000 13.223000 12.886000 12.870000 12.858000 28.174000 19.799000 16.611000 17.723000 16.970000 17.547000 15.460000 13.004000 16.101000
2.000000 0.002000 4.000000 0.003818 8.500000 4.000000 15.640000 16.569000 15.968000 14.055000 12.626000 11.424000 18.932000 16.198000 17.949000 15.603000 17.725000 16.335000 17.083000 15.144000 12.900000 12.632000 12.672000 12.671000 27.760000 19.303000 16.244000 17.124000 16.496000 17.035000 15.017000 12.749000 15.657000
2.000000 0.002000 5.000000 0.004773 8.500000 4.000000 15.345000 16.112000 15.625000 13.766000 12.488000 11.309000 18.490000 15.757000 17.453000 15.266000 17.279000 15.981000 16.671000 14.794000 12.667000 12.451000 12.530000 12.536000 27.472000 18.940000 15.968000 16.687000 16.138000 16.654000 14.695000 12.564000 15.332000
2.000000 0.002000 6.000000 0.005727 8.500000 4.000000 15.109000 15.753000 15.349000 13.543000 12.382000 11.221000 18.136000 15.413000 17.062000 14.998000 16.928000 15.703000 16.349000 14.525000 12.488000 12.314000 12.423000 12.434000 27.259000 18.657000 15.747000 16.345000 15.851000 16.354000 14.446000 12.421000 15.078000
2.000000 0.002000 7.000000 0.006682 8.500000 4.000000 14.887000 15.423000 15.082000 13.337000 12.290000 11.137000 17.803000 15.097000 16.699000 14.740000 16.601000 15.440000 16.047000 14.276000 12.324000 12.191000 12.328000 12.342000 27.058000 18.390000 15.536000 16.031000 15.577000 16.072000 14.215000 12.292000 14.842000
2.000000 0.002000 8.000000 0.007637 8.500000 4.000000 14.693000 15.139000 14.848000 13.160000 12.213000 11.065000 17.512000 14.825000 16.385000 14.516000 16.318000 15.213000 15.786000 14.062000 12.185000 12.088000 12.250000 12.265000 26.887000 18.159000 15.352000 15.761000 15.337000 15.827000 14.017000 12.181000 14.638000
2.000000 0.002000 9.000000 0.008591 8.500000 4.000000 14.523000 14.890000 14.641000 13.006000 12.148000 11.002000 17.255000 14.588000 16.110000 14.318000 16.068000 15.013000 15.557000 13.877000 12.063000 11.999000 12.184000 12.200000 26.739000 17.954000 15.190000 15.526000 15.125000 15.611000 13.844000 12.086000 14.459000
2.000000 0.002000 10.000000 0.009546 8.500000 4.000000 14.378000 14.677000 14.462000 12.876000 12.095000 10.950000 17.033000 14.386000 15.875000 14.149000 15.854000 14.842000 15.364000 13.721000 11.962000 11.926000 12.130000 12.147000 26.617000 17.779000 15.051000 15.326000 14.944000 15.427000 13.698000 12.006000 14.307000
2.000000 0.002000 11.000000 0.010500 8.500000 4.000000 14.250000 14.488000 14.302000 12.761000 12.050000 10.904000 16.835000 14.206000 15.665000 13.999000 15.663000 14.690000 15.192000 13.582000 11.872000 11.863000 12.084000 12.101000 26.509000 17.623000 14.927000 15.149000 14.782000 15.262000 13.568000 11.936000 14.171000
2.000000 0.002000 12.000000 0.011455 8.500000 4.000000 14.139000 14.324000 14.163000 12.662000 12.014000 10.866000 16.661000 14.051000 15.484000 13.870000 15.497000 14.559000 15.045000 13.464000 11.796000 11.809000 12.047000 12.064000 26.418000 17.486000 14.819000 14.995000 14.642000 15.118000 13.457000 11.876000 14.054000
2.000000 0.002000 13.000000 0.012410 8.500000 4.000000 14.037000 14.173000 14.033000 12.571000 11.982000 10.830000 16.501000 13.907000 15.317000 13.751000 15.343000 14.438000 14.909000 13.354000 11.725000 11.761000 12.014000 12.031000 26.333000 17.360000 14.721000 14.855000 14.513000 14.985000 13.353000 11.822000 13.945000
2.000000 0.002000 14.000000 0.013364 8.500000 4.000000 13.927000 14.013000 13.892000 12.469000 11.948000 10.789000 16.329000 13.755000 15.140000 13.623000 15.176000 14.307000 14.757000 13.232000 11.647000 11.708000 11.980000 11.995000 26.226000 17.219000 14.614000 14.706000 14.374000 14.841000 13.238000 11.762000 13.825000
2.000000 0.002000 15.000000 0.014319 8.500000 4.000000 13.859000 13.906000 13.802000 12.408000 11.931000 10.769000 16.216000 13.654000 15.022000 13.542000 15.068000 14.224000 14.667000 13.160000 11.601000 11.679000 11.963000 11.978000 26.179000 17.133000 14.547000 14.608000 14.285000 14.749000 13.169000 11.728000 13.751000




   t (Gyr) = 0.003
age  ageGyr  M  M/Ms  S0  atm  J  H  K  L'  Mp  N  F140M  F162M  F182M  F210M  F250M  F300M  F335M  F360M  F410M  F430M  F460M  F480M  F070W  F090W  F115W  F150W  F200W  F277W  F356W  F444W  F322W2
3.000000 0.003000 1.000000 0.000955 8.500000 4.000000 18.068000 20.606000 18.829000 16.621000 13.804000 12.444000 22.556000 20.146000 22.101000 18.453000 21.554000 19.407000 20.676000 18.304000 14.976000 14.276000 13.882000 13.809000 30.706000 22.538000 18.514000 21.044000 19.468000 20.274000 17.883000 14.303000 18.499000
3.000000 0.003000 2.000000 0.001909 8.500000 4.000000 16.740000 18.322000 17.260000 15.184000 13.165000 11.890000 20.561000 17.901000 19.814000 16.882000 19.418000 17.693000 18.669000 16.519000 13.817000 13.355000 13.225000 13.196000 28.987000 20.712000 17.274000 18.817000 17.842000 18.477000 16.275000 13.462000 16.913000
