



   t (Gyr) = 0.001
age  ageGyr  M  M/Ms  S0  atm  J  H  K  L'  Mp  N  F140M  F162M  F182M  F210M  F250M  F300M  F335M  F360M  F410M  F430M  F460M  F480M  F070W  F090W  F115W  F150W  F200W  F277W  F356W  F444W  F322W2
1.000000 0.001000 1.000000 0.000955 8.250000 1.000000 21.052000 21.879000 21.444000 17.116000 14.000000 13.296000 24.465000 21.421000 23.292000 21.059000 22.439000 20.602000 21.067000 18.694000 15.338000 14.460000 14.067000 14.021000 31.538000 24.718000 21.709000 22.385000 21.923000 21.420000 18.346000 14.533000 19.053000
1.000000 0.001000 2.000000 0.001909 8.250000 1.000000 19.391000 19.562000 19.408000 15.675000 13.275000 12.553000 22.105000 19.150000 20.796000 19.020000 20.189000 18.573000 19.138000 16.967000 14.186000 13.534000 13.326000 13.333000 29.948000 22.731000 20.103000 20.105000 19.800000 19.325000 16.764000 13.668000 17.462000
1.000000 0.001000 3.000000 0.002864 8.250000 1.000000 18.596000 18.502000 18.474000 15.024000 12.941000 12.216000 21.007000 18.121000 19.667000 18.090000 19.182000 17.681000 18.265000 16.191000 13.662000 13.119000 12.984000 13.015000 29.263000 21.809000 19.330000 19.067000 18.829000 18.397000 16.048000 13.263000 16.735000
1.000000 0.001000 4.000000 0.003818 8.250000 1.000000 18.054000 17.800000 17.833000 14.598000 12.723000 11.996000 20.271000 17.446000 18.918000 17.456000 18.513000 17.098000 17.681000 15.684000 13.321000 12.852000 12.763000 12.807000 28.821000 21.196000 18.797000 18.381000 18.170000 17.789000 15.579000 12.997000 16.255000
1.000000 0.001000 5.000000 0.004773 8.250000 1.000000 17.643000 17.281000 17.345000 14.289000 12.568000 11.837000 19.721000 16.949000 18.363000 16.975000 18.016000 16.672000 17.249000 15.315000 13.075000 12.662000 12.605000 12.658000 28.503000 20.743000 18.390000 17.875000 17.673000 17.342000 15.237000 12.804000 15.902000
1.000000 0.001000 6.000000 0.005727 8.250000 1.000000 17.299000 16.851000 16.924000 14.037000 12.444000 11.707000 19.261000 16.541000 17.900000 16.562000 17.600000 16.319000 16.887000 15.013000 12.875000 12.510000 12.478000 12.538000 28.241000 20.369000 18.045000 17.456000 17.250000 16.972000 14.957000 12.647000 15.611000
1.000000 0.001000 7.000000 0.006682 8.250000 1.000000 16.971000 16.449000 16.506000 13.799000 12.329000 11.578000 18.824000 16.160000 17.458000 16.153000 17.195000 15.981000 16.534000 14.727000 12.688000 12.368000 12.362000 12.425000 27.979000 20.017000 17.713000 17.064000 16.833000 16.615000 14.692000 12.500000 15.333000
1.000000 0.001000 8.000000 0.007637 8.250000 1.000000 16.693000 16.108000 16.145000 13.600000 12.235000 11.471000 18.450000 15.840000 17.083000 15.802000 16.851000 15.695000 16.235000 14.487000 12.532000 12.251000 12.266000 12.332000 27.757000 19.719000 17.429000 16.732000 16.477000 16.313000 14.468000 12.377000 15.097000
1.000000 0.001000 9.000000 0.008591 8.250000 1.000000 16.448000 15.805000 15.818000 13.424000 12.153000 11.375000 18.116000 15.557000 16.750000 15.486000 16.541000 15.441000 15.966000 14.273000 12.395000 12.149000 12.183000 12.251000 27.554000 19.456000 17.175000 16.438000 16.157000 16.043000 14.269000 12.270000 14.886000
1.000000 0.001000 10.000000 0.009546 8.250000 1.000000 16.237000 15.544000 15.533000 13.272000 12.085000 11.294000 17.825000 15.314000 16.461000 15.211000 16.272000 15.222000 15.734000 14.090000 12.278000 12.062000 12.115000 12.183000 27.379000 19.229000 16.956000 16.184000 15.878000 15.809000 14.098000 12.178000 14.704000
1.000000 0.001000 11.000000 0.010500 8.250000 1.000000 16.053000 15.315000 15.279000 13.140000 12.028000 11.224000 17.568000 15.102000 16.208000 14.968000 16.035000 15.031000 15.531000 13.930000 12.176000 11.989000 12.057000 12.125000 27.225000 19.031000 16.763000 15.961000 15.632000 15.605000 13.948000 12.099000 14.543000
1.000000 0.001000 12.000000 0.011455 8.250000 1.000000 15.891000 15.109000 15.049000 13.022000 11.978000 11.161000 17.337000 14.913000 15.980000 14.748000 15.822000 14.860000 15.350000 13.787000 12.086000 11.924000 12.007000 12.075000 27.085000 18.854000 16.591000 15.761000 15.409000 15.421000 13.814000 12.029000 14.399000
1.000000 0.001000 13.000000 0.012410 8.250000 1.000000 15.747000 14.924000 14.840000 12.916000 11.936000 11.105000 17.127000 14.744000 15.776000 14.549000 15.628000 14.707000 15.186000 13.658000 12.006000 11.867000 11.964000 12.032000 26.958000 18.696000 16.437000 15.582000 15.208000 15.255000 13.694000 11.967000 14.269000
1.000000 0.001000 14.000000 0.013364 8.250000 1.000000 15.605000 14.740000 14.625000 12.807000 11.892000 11.046000 16.914000 14.575000 15.567000 14.346000 15.429000 14.549000 15.015000 13.526000 11.923000 11.807000 11.920000 11.987000 26.816000 18.537000 16.284000 15.402000 15.002000 15.083000 13.570000 11.904000 14.134000
1.000000 0.001000 15.000000 0.014319 8.250000 1.000000 15.490000 14.587000 14.448000 12.720000 11.860000 11.001000 16.739000 14.437000 15.397000 14.180000 15.267000 14.423000 14.881000 13.420000 11.858000 11.762000 11.888000 11.955000 26.709000 18.409000 16.159000 15.254000 14.834000 14.946000 13.471000 11.854000 14.026000




   t (Gyr) = 0.002
age  ageGyr  M  M/Ms  S0  atm  J  H  K  L'  Mp  N  F140M  F162M  F182M  F210M  F250M  F300M  F335M  F360M  F410M  F430M  F460M  F480M  F070W  F090W  F115W  F150W  F200W  F277W  F356W  F444W  F322W2
2.000000 0.002000 1.000000 0.000955 8.250000 1.000000 21.144000 21.984000 21.592000 17.185000 14.040000 13.348000 24.577000 21.525000 23.429000 21.208000 22.563000 20.711000 21.176000 18.776000 15.395000 14.508000 14.107000 14.062000 31.627000 24.806000 21.799000 22.490000 22.070000 21.531000 18.422000 14.579000 19.130000
2.000000 0.002000 2.000000 0.001909 8.250000 1.000000 19.473000 19.657000 19.537000 15.737000 13.310000 12.599000 22.208000 19.242000 20.917000 19.148000 20.300000 18.670000 19.238000 17.042000 14.237000 13.576000 13.361000 13.370000 30.031000 22.813000 20.184000 20.198000 19.927000 19.424000 16.833000 13.710000 17.533000
