



   t (Gyr) = 0.001
age  ageGyr  M  M/Ms  S0  atm  J  H  K  L'  Mp  N  F140M  F162M  F182M  F210M  F250M  F300M  F335M  F360M  F410M  F430M  F460M  F480M  F070W  F090W  F115W  F150W  F200W  F277W  F356W  F444W  F322W2
1.000000 0.001000 1.000000 0.000955 8.250000 3.000000 18.089000 20.565000 20.381000 16.872000 13.662000 13.305000 22.599000 20.088000 22.531000 19.979000 21.929000 20.139000 21.385000 18.576000 15.094000 14.216000 13.712000 13.769000 29.639000 21.985000 18.578000 21.018000 20.896000 20.985000 18.156000 14.251000 18.819000
1.000000 0.001000 2.000000 0.001909 8.250000 3.000000 17.631000 19.039000 19.263000 15.795000 13.290000 12.673000 21.293000 18.593000 20.916000 18.864000 20.458000 18.754000 19.773000 17.260000 14.268000 13.628000 13.337000 13.388000 29.631000 21.333000 18.218000 19.531000 19.709000 19.541000 16.966000 13.725000 17.637000
1.000000 0.001000 3.000000 0.002864 8.250000 3.000000 17.305000 18.292000 18.693000 15.285000 13.077000 12.380000 20.614000 17.869000 20.111000 18.301000 19.728000 18.096000 18.999000 16.635000 13.866000 13.333000 13.121000 13.175000 29.530000 20.901000 17.939000 18.802000 19.104000 18.849000 16.399000 13.440000 17.072000
1.000000 0.001000 4.000000 0.003818 8.250000 3.000000 17.012000 17.765000 18.256000 14.934000 12.920000 12.186000 20.109000 17.361000 19.531000 17.871000 19.201000 17.635000 18.462000 16.204000 13.588000 13.126000 12.961000 13.020000 29.393000 20.545000 17.677000 18.289000 18.647000 18.365000 16.007000 13.235000 16.679000
1.000000 0.001000 5.000000 0.004773 8.250000 3.000000 16.751000 17.356000 17.896000 14.668000 12.796000 12.045000 19.702000 16.969000 19.074000 17.518000 18.785000 17.280000 18.054000 15.877000 13.378000 12.969000 12.835000 12.900000 29.257000 20.243000 17.436000 17.889000 18.274000 17.991000 15.709000 13.076000 16.378000
1.000000 0.001000 6.000000 0.005727 8.250000 3.000000 16.492000 16.997000 17.558000 14.441000 12.688000 11.927000 19.334000 16.625000 18.669000 17.187000 18.415000 16.969000 17.705000 15.598000 13.198000 12.835000 12.725000 12.795000 29.104000 19.955000 17.190000 17.540000 17.929000 17.665000 15.454000 12.938000 16.119000
1.000000 0.001000 7.000000 0.006682 8.250000 3.000000 16.199000 16.636000 17.190000 14.215000 12.578000 11.810000 18.953000 16.280000 18.254000 16.826000 18.035000 16.653000 17.359000 15.322000 13.019000 12.699000 12.612000 12.687000 28.898000 19.639000 16.905000 17.188000 17.558000 17.333000 15.199000 12.797000 15.858000
1.000000 0.001000 8.000000 0.007637 8.250000 3.000000 15.931000 16.321000 16.862000 14.020000 12.481000 11.712000 18.616000 15.980000 17.890000 16.505000 17.702000 16.379000 17.064000 15.085000 12.865000 12.583000 12.513000 12.594000 28.707000 19.353000 16.642000 16.881000 17.229000 17.044000 14.981000 12.675000 15.633000
1.000000 0.001000 9.000000 0.008591 8.250000 3.000000 15.677000 16.032000 16.556000 13.844000 12.393000 11.624000 18.305000 15.705000 17.557000 16.206000 17.395000 16.129000 16.798000 14.872000 12.726000 12.478000 12.423000 12.508000 28.518000 19.081000 16.388000 16.600000 16.923000 16.780000 14.783000 12.564000 15.427000
1.000000 0.001000 10.000000 0.009546 8.250000 3.000000 15.447000 15.778000 16.285000 13.692000 12.315000 11.549000 18.028000 15.464000 17.263000 15.941000 17.125000 15.910000 16.569000 14.688000 12.605000 12.387000 12.344000 12.434000 28.347000 18.837000 16.158000 16.353000 16.652000 16.548000 14.612000 12.467000 15.248000
1.000000 0.001000 11.000000 0.010500 8.250000 3.000000 15.238000 15.552000 16.041000 13.558000 12.247000 11.484000 17.781000 15.250000 17.002000 15.703000 16.885000 15.715000 16.369000 14.528000 12.499000 12.307000 12.273000 12.368000 28.192000 18.615000 15.948000 16.133000 16.409000 16.342000 14.462000 12.381000 15.089000
1.000000 0.001000 12.000000 0.011455 8.250000 3.000000 15.045000 15.346000 15.819000 13.439000 12.185000 11.426000 17.555000 15.056000 16.764000 15.486000 16.666000 15.539000 16.190000 14.384000 12.405000 12.235000 12.210000 12.309000 28.048000 18.410000 15.752000 15.934000 16.187000 16.155000 14.328000 12.304000 14.946000
1.000000 0.001000 13.000000 0.012410 8.250000 3.000000 14.868000 15.160000 15.616000 13.331000 12.129000 11.375000 17.349000 14.880000 16.548000 15.288000 16.468000 15.380000 16.032000 14.256000 12.320000 12.172000 12.152000 12.256000 27.916000 18.220000 15.571000 15.754000 15.986000 15.985000 14.207000 12.234000 14.817000
1.000000 0.001000 14.000000 0.013364 8.250000 3.000000 14.685000 14.970000 15.406000 13.220000 12.071000 11.321000 17.138000 14.701000 16.327000 15.083000 16.264000 15.216000 15.868000 14.124000 12.231000 12.106000 12.093000 12.201000 27.764000 18.022000 15.384000 15.570000 15.778000 15.810000 14.083000 12.162000 14.683000
