



   t (Gyr) = 0.001
age  ageGyr  M  M/Ms  S0  atm  J  H  K  L'  Mp  N  F140M  F162M  F182M  F210M  F250M  F300M  F335M  F360M  F410M  F430M  F460M  F480M  F070W  F090W  F115W  F150W  F200W  F277W  F356W  F444W  F322W2
1.000000 0.001000 1.000000 0.000955 9.000000 4.000000 16.092000 17.961000 16.160000 14.829000 12.989000 11.333000 20.013000 17.561000 19.200000 15.786000 18.998000 17.026000 18.093000 16.164000 13.512000 13.130000 13.064000 12.956000 28.561000 20.244000 16.608000 18.433000 16.782000 17.901000 15.898000 13.221000 16.501000
1.000000 0.001000 2.000000 0.001909 9.000000 4.000000 14.816000 15.712000 14.745000 13.332000 12.380000 10.851000 17.991000 15.370000 16.922000 14.403000 16.792000 15.381000 15.983000 14.298000 12.323000 12.225000 12.434000 12.359000 26.727000 18.381000 15.420000 16.280000 15.309000 16.116000 14.209000 12.319000 14.844000
1.000000 0.001000 3.000000 0.002864 9.000000 4.000000 14.337000 14.916000 14.238000 12.787000 12.127000 10.675000 17.231000 14.597000 16.087000 13.927000 15.989000 14.798000 15.223000 13.633000 11.887000 11.887000 12.176000 12.112000 26.085000 17.715000 14.970000 15.532000 14.782000 15.459000 13.598000 11.964000 14.240000
1.000000 0.001000 4.000000 0.003818 9.000000 4.000000 14.023000 14.425000 13.903000 12.450000 11.965000 10.562000 16.739000 14.122000 15.565000 13.620000 15.488000 14.430000 14.748000 13.226000 11.618000 11.678000 12.011000 11.952000 25.693000 17.301000 14.673000 15.073000 14.438000 15.042000 13.222000 11.740000 13.864000
1.000000 0.001000 5.000000 0.004773 9.000000 4.000000 13.790000 14.072000 13.648000 12.211000 11.849000 10.479000 16.373000 13.781000 15.188000 13.391000 15.127000 14.162000 14.405000 12.938000 11.428000 11.530000 11.893000 11.837000 25.416000 17.000000 14.450000 14.742000 14.180000 14.737000 12.954000 11.580000 13.594000
1.000000 0.001000 6.000000 0.005727 9.000000 4.000000 13.608000 13.804000 13.448000 12.032000 11.764000 10.419000 16.087000 13.522000 14.900000 13.213000 14.851000 13.956000 14.144000 12.722000 11.287000 11.421000 11.807000 11.752000 25.209000 16.770000 14.276000 14.491000 13.979000 14.503000 12.752000 11.461000 13.390000
1.000000 0.001000 7.000000 0.006682 9.000000 4.000000 13.458000 13.584000 13.278000 11.887000 11.697000 10.371000 15.849000 13.310000 14.664000 13.064000 14.624000 13.787000 13.930000 12.548000 11.174000 11.335000 11.739000 11.686000 25.041000 16.581000 14.131000 14.285000 13.810000 14.310000 12.589000 11.366000 13.223000
1.000000 0.001000 8.000000 0.007637 9.000000 4.000000 13.334000 13.403000 13.135000 11.770000 11.645000 10.333000 15.648000 13.136000 14.469000 12.941000 14.437000 13.647000 13.753000 12.405000 11.084000 11.267000 11.687000 11.634000 24.904000 16.423000 14.011000 14.114000 13.669000 14.150000 12.455000 11.291000 13.086000
1.000000 0.001000 9.000000 0.008591 9.000000 4.000000 13.226000 13.246000 13.007000 11.668000 11.604000 10.302000 15.472000 12.985000 14.299000 12.832000 14.273000 13.525000 13.600000 12.282000 11.007000 11.210000 11.645000 11.592000 24.785000 16.285000 13.906000 13.967000 13.545000 14.009000 12.339000 11.227000 12.966000
1.000000 0.001000 10.000000 0.009546 9.000000 4.000000 13.135000 13.113000 12.897000 11.582000 11.572000 10.277000 15.320000 12.856000 14.155000 12.740000 14.133000 13.421000 13.469000 12.178000 10.942000 11.164000 11.613000 11.558000 24.683000 16.167000 13.817000 13.841000 13.439000 13.890000 12.241000 11.174000 12.865000
1.000000 0.001000 11.000000 0.010500 9.000000 4.000000 13.054000 12.993000 12.795000 11.505000 11.545000 10.255000 15.182000 12.741000 14.026000 12.657000 14.007000 13.328000 13.351000 12.084000 10.885000 11.124000 11.586000 11.531000 24.590000 16.060000 13.737000 13.729000 13.342000 13.781000 12.152000 11.128000 12.773000
1.000000 0.001000 12.000000 0.011455 9.000000 4.000000 12.982000 12.886000 12.703000 11.435000 11.524000 10.237000 15.059000 12.638000 13.911000 12.583000 13.893000 13.244000 13.246000 12.000000 10.834000 11.089000 11.566000 11.509000 24.506000 15.963000 13.666000 13.629000 13.256000 13.685000 12.073000 11.088000 12.691000
1.000000 0.001000 13.000000 0.012410 9.000000 4.000000 12.910000 12.780000 12.609000 11.365000 11.505000 10.217000 14.937000 12.537000 13.797000 12.509000 13.781000 13.162000 13.138000 11.914000 10.783000 11.055000 11.546000 11.487000 24.416000 15.866000 13.596000 13.531000 13.170000 13.588000 11.992000 11.047000 12.608000
1.000000 0.001000 14.000000 0.013364 9.000000 4.000000 12.843000 12.681000 12.518000 11.297000 11.487000 10.199000 14.821000 12.440000 13.691000 12.438000 13.673000 13.083000 13.035000 11.831000 10.734000 11.023000 11.529000 11.468000 24.326000 15.772000 13.529000 13.438000 13.087000 13.496000 11.913000 11.009000 12.527000
1.000000 0.001000 15.000000 0.014319 9.000000 4.000000 12.808000 12.621000 12.466000 11.261000 11.486000 10.196000 14.751000 12.383000 13.627000 12.402000 13.609000 13.039000 12.980000 11.787000 10.710000 11.011000 11.527000 11.465000 24.288000 15.719000 13.495000 13.383000 13.042000 13.443000 11.872000 10.993000 12.484000




   t (Gyr) = 0.002
age  ageGyr  M  M/Ms  S0  atm  J  H  K  L'  Mp  N  F140M  F162M  F182M  F210M  F250M  F300M  F335M  F360M  F410M  F430M  F460M  F480M  F070W  F090W  F115W  F150W  F200W  F277W  F356W  F444W  F322W2
2.000000 0.002000 1.000000 0.000955 9.000000 4.000000 16.349000 18.309000 16.499000 15.071000 13.099000 11.481000 20.345000 17.900000 19.575000 16.124000 19.335000 17.335000 18.437000 16.452000 13.710000 13.284000 13.174000 13.071000 28.849000 20.550000 16.856000 18.776000 17.124000 18.210000 16.165000 13.372000 16.770000
2.000000 0.002000 2.000000 0.001909 9.000000 4.000000 15.081000 16.076000 15.082000 13.598000 12.491000 10.993000 18.351000 15.723000 17.317000 14.730000 17.161000 15.696000 16.364000 14.616000 12.537000 12.385000 12.546000 12.478000 27.056000 18.710000 15.676000 16.631000 15.646000 16.442000 14.505000 12.487000 15.140000
2.000000 0.002000 3.000000 0.002864 9.000000 4.000000 14.532000 15.179000 14.483000 12.985000 12.209000 10.778000 17.497000 14.853000 16.373000 14.160000 16.260000 15.025000 15.508000 13.870000 12.045000 12.005000 12.258000 12.201000 26.338000 17.959000 15.160000 15.783000 15.025000 15.698000 13.820000 12.091000 14.460000
2.000000 0.002000 4.000000 0.003818 9.000000 4.000000 14.171000 14.620000 14.087000 12.601000 12.028000 10.639000 16.941000 14.312000 15.777000 13.792000 15.692000 14.599000 14.965000 13.405000 11.738000 11.767000 12.074000 12.021000 25.891000 17.485000 14.817000 15.258000 14.619000 15.222000 13.390000 11.837000 14.031000
2.000000 0.002000 5.000000 0.004773 9.000000 4.000000 13.906000 14.224000 13.793000 12.329000 11.899000 10.540000 16.532000 13.928000 15.352000 13.524000 15.286000 14.294000 14.576000 13.079000 11.522000 11.600000 11.943000 11.892000 25.576000 17.145000 14.564000 14.886000 14.321000 14.879000 13.086000 11.657000 13.725000
2.000000 0.002000 6.000000 0.005727 9.000000 4.000000 13.700000 13.922000 13.562000 12.126000 11.803000 10.467000 16.213000 13.637000 15.027000 13.316000 14.976000 14.059000 14.280000 12.834000 11.361000 11.476000 11.846000 11.796000 25.340000 16.885000 14.366000 14.603000 14.089000 14.614000 12.857000 11.522000 13.494000
2.000000 0.002000 7.000000 0.006682 9.000000 4.000000 13.533000 13.680000 13.372000 11.964000 11.730000 10.410000 15.952000 13.404000 14.767000 13.148000 14.726000 13.871000 14.042000 12.639000 11.235000 11.381000 11.772000 11.722000 25.151000 16.675000 14.206000 14.375000 13.900000 14.401000 12.675000 11.417000 13.308000
2.000000 0.002000 8.000000 0.007637 9.000000 4.000000 13.395000 13.480000 13.211000 11.832000 11.672000 10.366000 15.732000 13.211000 14.551000 13.008000 14.519000 13.714000 13.844000 12.480000 11.133000 11.304000 11.714000 11.664000 24.996000 16.500000 14.071000 14.187000 13.741000 14.223000 12.525000 11.332000 13.155000
2.000000 0.002000 9.000000 0.008591 9.000000 4.000000 13.278000 13.311000 13.072000 11.722000 11.627000 10.330000 15.544000 13.049000 14.369000 12.889000 14.343000 13.583000 13.678000 12.346000 11.049000 11.242000 11.668000 11.617000 24.865000 16.351000 13.958000 14.029000 13.606000 14.072000 12.400000 11.262000 13.026000
2.000000 0.002000 10.000000 0.009546 9.000000 4.000000 13.180000 13.168000 12.953000 11.629000 11.592000 10.301000 15.382000 12.911000 14.215000 12.789000 14.194000 13.471000 13.538000 12.233000 10.979000 11.192000 11.633000 11.581000 24.754000 16.224000 13.862000 13.895000 13.491000 13.944000 12.294000 11.205000 12.917000
2.000000 0.002000 11.000000 0.010500 9.000000 4.000000 13.091000 13.038000 12.842000 11.544000 11.562000 10.275000 15.234000 12.786000 14.075000 12.697000 14.057000 13.369000 13.408000 12.130000 10.915000 11.147000 11.603000 11.550000 24.651000 16.107000 13.774000 13.773000 13.386000 13.826000 12.196000 11.154000 12.816000
2.000000 0.002000 12.000000 0.011455 9.000000 4.000000 13.011000 12.921000 12.739000 11.466000 11.538000 10.252000 15.099000 12.673000 13.948000 12.614000 13.932000 13.276000 13.290000 12.035000 10.858000 11.108000 11.579000 11.524000 24.553000 16.000000 13.695000 13.663000 13.290000 13.719000 12.107000 11.108000 12.724000
2.000000 0.002000 13.000000 0.012410 9.000000 4.000000 12.926000 12.800000 12.629000 11.382000 11.512000 10.226000 14.959000 12.556000 13.818000 12.526000 13.802000 13.179000 13.163000 11.934000 10.796000 11.065000 11.553000 11.495000 24.443000 15.886000 13.612000 13.549000 13.188000 13.607000 12.011000 11.058000 12.626000
2.000000 0.002000 14.000000 0.013364 9.000000 4.000000 12.853000 12.693000 12.531000 11.308000 11.492000 10.204000 14.836000 12.453000 13.704000 12.449000 13.687000 13.094000 13.051000 11.844000 10.742000 11.029000 11.533000 11.473000 24.344000 15.785000 13.539000 13.450000 13.099000 13.509000 11.926000 11.016000 12.540000
2.000000 0.002000 15.000000 0.014319 9.000000 4.000000 12.824000 12.639000 12.486000 11.278000 11.493000 10.204000 14.772000 12.401000 13.646000 12.418000 13.630000 13.056000 13.004000 11.806000 10.723000 11.021000 11.534000 11.473000 24.315000 15.739000 13.510000 13.401000 13.059000 13.461000 11.890000 11.004000 12.502000




   t (Gyr) = 0.003
age  ageGyr  M  M/Ms  S0  atm  J  H  K  L'  Mp  N  F140M  F162M  F182M  F210M  F250M  F300M  F335M  F360M  F410M  F430M  F460M  F480M  F070W  F090W  F115W  F150W  F200W  F277W  F356W  F444W  F322W2
3.000000 0.003000 1.000000 0.000955 9.000000 4.000000 16.576000 18.615000 16.800000 15.282000 13.195000 11.611000 20.638000 18.197000 19.906000 16.424000 19.631000 17.607000 18.739000 16.703000 13.884000 13.420000 13.271000 13.172000 29.101000 20.818000 17.074000 19.077000 17.426000 18.483000 16.399000 13.502000 17.005000
3.000000 0.003000 2.000000 0.001909 9.000000 4.000000 15.315000 16.396000 15.381000 13.830000 12.589000 11.120000 18.666000 16.033000 17.667000 15.023000 17.484000 15.975000 16.698000 14.894000 12.724000 12.526000 12.644000 12.583000 27.341000 18.999000 15.902000 16.940000 15.947000 16.730000 14.764000 12.633000 15.398000
3.000000 0.003000 3.000000 0.002864 9.000000 4.000000 14.705000 15.411000 14.701000 13.159000 12.282000 10.870000 17.731000 15.078000 16.626000 14.369000 16.500000 15.227000 15.759000 14.078000 12.185000 12.109000 12.330000 12.279000 26.559000 18.173000 15.327000 16.005000 15.242000 15.911000 14.014000 12.202000 14.654000
3.000000 0.003000 4.000000 0.003818 9.000000 4.000000 14.305000 14.798000 14.255000 12.737000 12.084000 10.710000 17.123000 14.484000 15.970000 13.950000 15.878000 14.754000 15.161000 13.567000 11.847000 11.847000 12.130000 12.082000 26.069000 17.652000 14.948000 15.427000 14.784000 15.386000 13.542000 11.925000 14.182000
3.000000 0.003000 5.000000 0.004773 9.000000 4.000000 14.012000 14.363000 13.926000 12.438000 11.945000 10.596000 16.678000 14.064000 15.503000 13.647000 15.433000 14.415000 14.733000 13.208000 11.609000 11.664000 11.988000 11.942000 25.723000 17.279000 14.668000 15.018000 14.451000 15.009000 13.208000 11.728000 13.846000
3.000000 0.003000 6.000000 0.005727 9.000000 4.000000 13.787000 14.034000 13.671000 12.215000 11.841000 10.513000 16.333000 13.746000 15.149000 13.415000 15.095000 14.158000 14.409000 12.940000 11.432000 11.529000 11.884000 11.837000 25.463000 16.995000 14.452000 14.709000 14.194000 14.720000 12.957000 11.581000 13.593000
3.000000 0.003000 7.000000 0.006682 9.000000 4.000000 13.605000 13.771000 13.461000 12.038000 11.761000 10.448000 16.050000 13.493000 14.865000 13.228000 14.824000 13.951000 14.148000 12.726000 11.293000 11.424000 11.803000 11.756000 25.256000 16.765000 14.276000 14.462000 13.985000 14.488000 12.758000 11.465000 13.390000
3.000000 0.003000 8.000000 0.007637 9.000000 4.000000 13.454000 13.555000 13.285000 11.893000 11.699000 10.397000 15.813000 13.284000 14.632000 13.074000 14.599000 13.781000 13.934000 12.552000 11.181000 11.341000 11.740000 11.693000 25.085000 16.575000 14.130000 14.258000 13.812000 14.295000 12.594000 11.372000 13.223000
3.000000 0.003000 9.000000 0.008591 9.000000 4.000000 13.329000 13.375000 13.136000 11.774000 11.650000 10.356000 15.614000 13.111000 14.437000 12.945000 14.412000 13.639000 13.755000 12.409000 11.090000 11.274000 11.691000 11.642000 24.943000 16.416000 14.008000 14.089000 13.666000 14.134000 12.459000 11.297000 13.084000
