



   t (Gyr) = 0.001
age  ageGyr  M  M/Ms  S0  atm  J  H  K  L'  Mp  N  F140M  F162M  F182M  F210M  F250M  F300M  F335M  F360M  F410M  F430M  F460M  F480M  F070W  F090W  F115W  F150W  F200W  F277W  F356W  F444W  F322W2
1.000000 0.001000 3.000000 0.002864 12.000000 4.000000 11.611000 11.367000 10.876000 10.020000 10.812000 9.215000 13.520000 11.131000 12.365000 10.939000 12.383000 11.829000 11.358000 10.399000 9.662000 10.171000 10.865000 10.715000 22.588000 14.454000 12.265000 12.171000 11.590000 12.260000 10.526000 10.053000 11.204000
1.000000 0.001000 4.000000 0.003818 12.000000 4.000000 11.015000 10.638000 10.217000 9.439000 10.443000 8.960000 12.637000 10.415000 11.587000 10.427000 11.602000 11.221000 10.543000 9.726000 9.202000 9.767000 10.497000 10.346000 21.799000 13.752000 11.649000 11.460000 10.986000 11.555000 9.874000 9.622000 10.551000
1.000000 0.001000 5.000000 0.004773 12.000000 4.000000 10.584000 10.151000 9.756000 9.040000 10.150000 8.762000 12.010000 9.938000 11.056000 10.061000 11.068000 10.787000 9.990000 9.273000 8.882000 9.465000 10.205000 10.056000 21.243000 13.257000 11.197000 10.965000 10.555000 11.058000 9.427000 9.312000 10.097000
1.000000 0.001000 6.000000 0.005727 12.000000 4.000000 10.242000 9.783000 9.400000 8.732000 9.906000 8.595000 11.518000 9.578000 10.649000 9.771000 10.659000 10.444000 9.569000 8.928000 8.631000 9.220000 9.962000 9.815000 20.802000 12.867000 10.837000 10.580000 10.216000 10.670000 9.083000 9.066000 9.745000
1.000000 0.001000 7.000000 0.006682 12.000000 4.000000 9.949000 9.476000 9.097000 8.473000 9.690000 8.448000 11.097000 9.277000 10.306000 9.521000 10.314000 10.150000 9.216000 8.638000 8.419000 9.007000 9.747000 9.602000 20.420000 12.532000 10.525000 10.251000 9.923000 10.338000 8.792000 8.855000 9.445000
1.000000 0.001000 8.000000 0.007637 12.000000 4.000000 9.715000 9.237000 8.862000 8.268000 9.511000 8.324000 10.766000 9.045000 10.037000 9.322000 10.044000 9.915000 8.942000 8.413000 8.249000 8.832000 9.569000 9.426000 20.111000 12.263000 10.277000 9.991000 9.691000 10.076000 8.564000 8.684000 9.208000
1.000000 0.001000 9.000000 0.008591 12.000000 4.000000 9.538000 9.062000 8.688000 8.115000 9.368000 8.225000 10.518000 8.874000 9.837000 9.171000 9.842000 9.737000 8.739000 8.245000 8.119000 8.696000 9.426000 9.285000 19.874000 12.059000 10.089000 9.795000 9.516000 9.878000 8.393000 8.552000 9.030000
1.000000 0.001000 10.000000 0.009546 12.000000 4.000000 9.402000 8.931000 8.559000 8.000000 9.253000 8.147000 10.328000 8.746000 9.685000 9.055000 9.689000 9.599000 8.587000 8.119000 8.020000 8.588000 9.312000 9.173000 19.689000 11.900000 9.944000 9.646000 9.382000 9.726000 8.264000 8.450000 8.895000
1.000000 0.001000 11.000000 0.010500 12.000000 4.000000 9.292000 8.828000 8.459000 7.908000 9.157000 8.082000 10.176000 8.646000 9.564000 8.962000 9.567000 9.488000 8.466000 8.020000 7.940000 8.500000 9.217000 9.080000 19.537000 11.771000 9.828000 9.526000 9.275000 9.604000 8.162000 8.367000 8.787000
1.000000 0.001000 12.000000 0.011455 12.000000 4.000000 9.203000 8.747000 8.379000 7.835000 9.077000 8.030000 10.052000 8.568000 9.466000 8.887000 9.468000 9.397000 8.369000 7.941000 7.876000 8.427000 9.137000 9.001000 19.411000 11.665000 9.733000 9.429000 9.188000 9.504000 8.080000 8.299000 8.700000
1.000000 0.001000 13.000000 0.012410 12.000000 4.000000 9.130000 8.682000 8.317000 7.777000 9.009000 7.986000 9.949000 8.505000 9.387000 8.826000 9.387000 9.322000 8.291000 7.878000 7.824000 8.366000 9.069000 8.935000 19.304000 11.576000 9.654000 9.350000 9.117000 9.422000 8.014000 8.243000 8.629000
1.000000 0.001000 14.000000 0.013364 12.000000 4.000000 9.066000 8.627000 8.263000 7.727000 8.949000 7.947000 9.860000 8.452000 9.318000 8.772000 9.318000 9.256000 8.224000 7.825000 7.779000 8.312000 9.009000 8.877000 19.210000 11.498000 9.586000 9.281000 9.056000 9.351000 7.958000 8.194000 8.567000
1.000000 0.001000 15.000000 0.014319 12.000000 4.000000 9.013000 8.583000 8.221000 7.687000 8.897000 7.916000 9.785000 8.409000 9.261000 8.728000 9.260000 9.201000 8.169000 7.781000 7.743000 8.267000 8.958000 8.827000 19.129000 11.432000 9.530000 9.223000 9.005000 9.291000 7.912000 8.154000 8.517000




   t (Gyr) = 0.002
age  ageGyr  M  M/Ms  S0  atm  J  H  K  L'  Mp  N  F140M  F162M  F182M  F210M  F250M  F300M  F335M  F360M  F410M  F430M  F460M  F480M  F070W  F090W  F115W  F150W  F200W  F277W  F356W  F444W  F322W2
